alert_id,fecha_alerta,id_cliente,provincia,bloque_analitico,categoria_h,familia,familia_comercial,tipo_alerta,motivo,segment_or_pattern,loyalty_tier,trend,prioridad,score,expected_impact_eur,urgency_factor,conversion_probability,canal_recomendado,contact_window_days,trace_features,holiday_period,campaign_active,campaign_name
ALT-20251229-001525,2025-12-29,1000101479,Alicante,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,844 en período baseline",occasional_silent,,declining,Medium,576.59349,3843.9566,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 97.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 1258.02216, ""mean_interpurchase_days"": 125.0, ""lifetime_volume"": 3843.9566, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001526,2025-12-29,4722,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 16% del potencial; €1,507 de demanda desviada a competencia",promiscuous,moderate,new,High,576.1190104715448,1507.0744,0.7,0.5461091753774682,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.16383275261324046, ""potencial_h"": 1802.36, ""volume_eur_current"": 295.28560000000004, ""volume_eur_baseline"": 0.0, ""recency_days"": 235.0, ""conversion_probability"": 0.5461091753774682}",True,False,
ALT-20251229-001527,2025-12-29,1000078533,Cáceres,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Pico anómalo: €3,686 vs esperado €806 — investigar oportunidad",occasional_spike,,improving,Medium,576.02044,2880.1022,0.4,0.5,delegado,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 38.0, ""frequency_recent"": 1, ""frequency_baseline"": 3, ""volume_recent"": 3686.2972, ""expected_vol_recent"": 806.195, ""mean_interpurchase_days"": 93.0, ""lifetime_volume"": 10811.8992, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-001528,2025-12-29,11378,Burgos,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Pico anómalo: €3,786 vs esperado €907 — investigar oportunidad",occasional_spike,,improving,Medium,575.8257600000001,2879.1288,0.4,0.5,delegado,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 28.0, ""frequency_recent"": 2, ""frequency_baseline"": 5, ""volume_recent"": 3786.1178, ""expected_vol_recent"": 906.989, ""mean_interpurchase_days"": 102.82352941176471, ""lifetime_volume"": 15289.8218, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-001529,2025-12-29,1000081792,Navarra,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,838 en período baseline",occasional_silent,,declining,Medium,575.62794,3837.5196,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 172.0, ""frequency_recent"": 0, ""frequency_baseline"": 5, ""volume_recent"": 0.0, ""expected_vol_recent"": 906.989, ""mean_interpurchase_days"": 131.25, ""lifetime_volume"": 9146.6316, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001530,2025-12-29,3383,Murcia,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Pico anómalo: €3,465 vs esperado €591 — investigar oportunidad",occasional_spike,,improving,Medium,574.7267599999999,2873.6337999999996,0.4,0.5,delegado,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 42.0, ""frequency_recent"": 2, ""frequency_baseline"": 2, ""volume_recent"": 3464.8329999999996, ""expected_vol_recent"": 591.1992, ""mean_interpurchase_days"": 125.92307692307692, ""lifetime_volume"": 17351.5772, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-001531,2025-12-29,30618,Vizcaya,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Pico anómalo: €4,266 vs esperado €1,396 — investigar oportunidad",occasional_spike,,improving,Medium,573.9460989090909,2869.7304945454543,0.4,0.5,delegado,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 83.0, ""frequency_recent"": 1, ""frequency_baseline"": 1, ""volume_recent"": 4265.8156, ""expected_vol_recent"": 1396.0851054545453, ""mean_interpurchase_days"": 185.66666666666666, ""lifetime_volume"": 40710.4454, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-001532,2025-12-29,1000100225,Jaén,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Caída sostenida: €1,685→€705",churn_risk_dropping,loyal,declining,Medium,573.3332280000001,980.0568000000001,0.9,0.65,televenta,30,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.31724576271186444, ""potencial_h"": 2223.12, ""volume_eur_current"": 705.2754, ""volume_eur_baseline"": 1685.3322, ""recency_days"": 68.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-001533,2025-12-29,1000071393,Madrid,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Caída sostenida: €1,705→€725",churn_risk_dropping,loyal,declining,Medium,573.131169,979.7114,0.9,0.65,televenta,30,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.43502824858757067, ""potencial_h"": 1667.34, ""volume_eur_current"": 725.34, ""volume_eur_baseline"": 1705.0514, ""recency_days"": 110.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-001534,2025-12-29,1000078464,Madrid,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,820 en período baseline",occasional_silent,,declining,Medium,572.9997599999999,3819.9984,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 224.0, ""frequency_recent"": 0, ""frequency_baseline"": 1, ""volume_recent"": 0.0, ""expected_vol_recent"": 1250.1812945454544, ""mean_interpurchase_days"": 159.875, ""lifetime_volume"": 22076.4608, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001535,2025-12-29,1000078433,Barcelona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,819 en período baseline",occasional_silent,,declining,Medium,572.81607,3818.7738,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 94.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 1249.7805163636363, ""mean_interpurchase_days"": 243.0, ""lifetime_volume"": 11399.299, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001536,2025-12-29,3346,Málaga,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Caída sostenida: €1,946→€969",churn_risk_dropping,loyal,declining,Medium,572.0473980000002,977.8588000000002,0.9,0.65,televenta,30,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.4356779661016949, ""potencial_h"": 2223.12, ""volume_eur_current"": 968.5644, ""volume_eur_baseline"": 1946.4232000000002, ""recency_days"": 68.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-001537,2025-12-29,43136,Málaga,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 13% del potencial; €1,943 de demanda desviada a competencia",promiscuous,moderate,new,High,571.9672481694915,1942.5924,0.7,0.4206214689265537,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.1261864406779661, ""potencial_h"": 2223.12, ""volume_eur_current"": 280.5276, ""volume_eur_baseline"": 0.0, ""recency_days"": 166.0, ""conversion_probability"": 0.4206214689265537}",True,False,
ALT-20251229-001538,2025-12-29,43143,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 13% del potencial; €1,943 de demanda desviada a competencia",promiscuous,moderate,new,High,571.9672481694915,1942.5924,0.7,0.4206214689265537,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.1261864406779661, ""potencial_h"": 2223.12, ""volume_eur_current"": 280.5276, ""volume_eur_baseline"": 0.0, ""recency_days"": 161.0, ""conversion_probability"": 0.4206214689265537}",True,False,
ALT-20251229-001539,2025-12-29,1000068642,Almería,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 13% del potencial; €1,943 de demanda desviada a competencia",promiscuous,moderate,new,High,571.9672481694915,1942.5924,0.7,0.4206214689265537,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.1261864406779661, ""potencial_h"": 2223.12, ""volume_eur_current"": 280.5276, ""volume_eur_baseline"": 0.0, ""recency_days"": 175.0, ""conversion_probability"": 0.4206214689265537}",True,False,
ALT-20251229-001540,2025-12-29,1000078911,Barcelona,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 13% del potencial; €1,943 de demanda desviada a competencia",promiscuous,moderate,new,High,571.9672481694915,1942.5924,0.7,0.4206214689265537,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.1261864406779661, ""potencial_h"": 2223.12, ""volume_eur_current"": 280.5276, ""volume_eur_baseline"": 0.0, ""recency_days"": 173.0, ""conversion_probability"": 0.4206214689265537}",True,False,
ALT-20251229-001541,2025-12-29,1000081502,Valencia,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 8% del potencial; €3,144 de demanda desviada a competencia",promiscuous,weakly_engaged,new,High,571.7978289109884,3144.2704,0.7,0.2597912829957029,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""weakly_engaged"", ""trend"": ""new"", ""share_of_potential"": 0.07793738489871087, ""potencial_h"": 3410.04, ""volume_eur_current"": 265.7696, ""volume_eur_baseline"": 0.0, ""recency_days"": 207.0, ""conversion_probability"": 0.2597912829957029}",True,False,
ALT-20251229-001542,2025-12-29,30059,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 8% del potencial; €3,144 de demanda desviada a competencia",promiscuous,weakly_engaged,declining,High,571.7978289109884,3144.2704,0.7,0.2597912829957029,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""weakly_engaged"", ""trend"": ""declining"", ""share_of_potential"": 0.07793738489871087, ""potencial_h"": 3410.04, ""volume_eur_current"": 265.7696, ""volume_eur_baseline"": 516.0276, ""recency_days"": 77.0, ""conversion_probability"": 0.2597912829957029}",True,False,
ALT-20251229-001543,2025-12-29,43163,Las Palmas,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 8% del potencial; €3,144 de demanda desviada a competencia",promiscuous,weakly_engaged,new,High,571.7978289109884,3144.2704,0.7,0.2597912829957029,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""weakly_engaged"", ""trend"": ""new"", ""share_of_potential"": 0.07793738489871087, ""potencial_h"": 3410.04, ""volume_eur_current"": 265.7696, ""volume_eur_baseline"": 0.0, ""recency_days"": 91.0, ""conversion_probability"": 0.2597912829957029}",True,False,
ALT-20251229-001544,2025-12-29,32216,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 8% del potencial; €3,144 de demanda desviada a competencia",promiscuous,weakly_engaged,new,High,571.7359819944752,3144.3018,0.7,0.2597605893186004,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""weakly_engaged"", ""trend"": ""new"", ""share_of_potential"": 0.07792817679558012, ""potencial_h"": 3410.04, ""volume_eur_current"": 265.7382, ""volume_eur_baseline"": 0.0, ""recency_days"": 206.0, ""conversion_probability"": 0.2597605893186004}",True,False,
ALT-20251229-001545,2025-12-29,1000078028,Sta.Cruz Tenerife,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 13% del potencial; €1,943 de demanda desviada a competencia",promiscuous,moderate,stable,High,571.6385540338983,1942.7808,0.7,0.4203389830508475,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""stable"", ""share_of_potential"": 0.12610169491525425, ""potencial_h"": 2223.12, ""volume_eur_current"": 280.3392, ""volume_eur_baseline"": 244.95140000000004, ""recency_days"": 250.0, ""conversion_probability"": 0.4203389830508475}",True,False,
ALT-20251229-001546,2025-12-29,7356,A Coruña,Commodities,Categoria C2,Categoria C2,Bioseguridad,capture_window,"Cliente promiscuo: capturado 18% del potencial; €1,369 de demanda desviada a competencia",promiscuous,moderate,declining,Medium,571.2723076271187,1369.197,0.7,0.5960451977401131,televenta,30,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.17881355932203394, ""potencial_h"": 1667.34, ""volume_eur_current"": 298.14300000000003, ""volume_eur_baseline"": 482.30400000000003, ""recency_days"": 271.0, ""conversion_probability"": 0.5960451977401131}",True,False,
ALT-20251229-001547,2025-12-29,25889,Málaga,Commodities,Categoria C2,Categoria C2,Bioseguridad,capture_window,"Cliente promiscuo: capturado 18% del potencial; €1,369 de demanda desviada a competencia",promiscuous,moderate,declining,Medium,571.2723076271187,1369.197,0.7,0.5960451977401131,televenta,30,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.17881355932203394, ""potencial_h"": 1667.34, ""volume_eur_current"": 298.14300000000003, ""volume_eur_baseline"": 389.51700000000005, ""recency_days"": 286.0, ""conversion_probability"": 0.5960451977401131}",True,False,
ALT-20251229-001548,2025-12-29,11479,Zaragoza,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,803 en período baseline",occasional_silent,,declining,Medium,570.44694,3802.9796000000006,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 102.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 1242.7806, ""mean_interpurchase_days"": 416.5, ""lifetime_volume"": 8559.0434, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001549,2025-12-29,22080,Zaragoza,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,797 en período baseline",occasional_silent,,declining,Medium,569.59914,3797.3276,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 202.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 1242.76176, ""mean_interpurchase_days"": 125.16666666666667, ""lifetime_volume"": 26489.8564, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001550,2025-12-29,32073,Pontevedra,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),opportunity_spike,"Pico anómalo: €3,427 vs esperado €580 — investigar oportunidad",systematic_spike,,improving,Medium,569.2875949090909,2846.4379745454544,0.4,0.5,delegado,30,"{""pattern"": ""systematic_spike"", ""trend"": ""improving"", ""recency_days"": 27.0, ""frequency_recent"": 3, ""frequency_baseline"": 3, ""volume_recent"": 3426.7134, ""expected_vol_recent"": 580.2754254545455, ""mean_interpurchase_days"": 52.5, ""lifetime_volume"": 27425.482200000002, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-001551,2025-12-29,1000076773,Granada,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 16% del potencial; €1,512 de demanda desviada a competencia",promiscuous,moderate,improving,High,568.4034331056912,1511.9728,0.7,0.5370499419279908,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""improving"", ""share_of_potential"": 0.16111498257839724, ""potencial_h"": 1802.36, ""volume_eur_current"": 290.3872, ""volume_eur_baseline"": 195.936, ""recency_days"": 28.0, ""conversion_probability"": 0.5370499419279908}",True,False,
ALT-20251229-001552,2025-12-29,1000082759,Sta.Cruz Tenerife,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,783 en período baseline",occasional_silent,,declining,Medium,567.3854399999999,3782.5696,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 236.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 1237.931869090909, ""mean_interpurchase_days"": 127.8, ""lifetime_volume"": 8753.1268, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001553,2025-12-29,7868,Guadalajara,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Caída sostenida: €1,172→€203",churn_risk_dropping,moderate,declining,Medium,567.271458,969.6948,0.9,0.65,televenta,30,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.18641618497109827, ""potencial_h"": 1086.44, ""volume_eur_current"": 202.53, ""volume_eur_baseline"": 1172.2248, ""recency_days"": 31.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-001554,2025-12-29,1000077938,Murcia,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,781 en período baseline",occasional_silent,,declining,Medium,567.2111699999999,3781.4078,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 280.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 1237.5516436363637, ""mean_interpurchase_days"": 115.0, ""lifetime_volume"": 12507.9074, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001555,2025-12-29,15098,Barcelona,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Caída sostenida: €1,235→€266",churn_risk_dropping,near_loyal,declining,Medium,566.463222,968.3131999999999,0.9,0.65,televenta,30,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.2451445086705202, ""potencial_h"": 1086.44, ""volume_eur_current"": 266.3348, ""volume_eur_baseline"": 1234.648, ""recency_days"": 82.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-001556,2025-12-29,32269,Madrid,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,769 en período baseline",occasional_silent,,declining,Medium,565.28007,3768.5338,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 181.0, ""frequency_recent"": 0, ""frequency_baseline"": 6, ""volume_recent"": 0.0, ""expected_vol_recent"": 752.972, ""mean_interpurchase_days"": 152.5, ""lifetime_volume"": 6431.348, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001557,2025-12-29,41567,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 16% del potencial; €1,514 de demanda desviada a competencia",promiscuous,moderate,declining,High,564.7716006097561,1514.2649999999999,0.7,0.5328106852497098,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.1598432055749129, ""potencial_h"": 1802.36, ""volume_eur_current"": 288.095, ""volume_eur_baseline"": 488.64680000000004, ""recency_days"": 280.0, ""conversion_probability"": 0.5328106852497098}",True,False,
ALT-20251229-001558,2025-12-29,42288,Sevilla,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Pico anómalo: €3,296 vs esperado €472 — investigar oportunidad",occasional_spike,,improving,Medium,564.6720232727273,2823.3601163636363,0.4,0.5,delegado,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 24.0, ""frequency_recent"": 2, ""frequency_baseline"": 1, ""volume_recent"": 3295.744, ""expected_vol_recent"": 472.3838836363637, ""mean_interpurchase_days"": 130.11111111111111, ""lifetime_volume"": 15613.0534, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-001559,2025-12-29,5939,Madrid,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Caída sostenida: €1,361→€398",churn_risk_dropping,loyal,declining,Medium,563.909931,963.9486,0.9,0.65,televenta,30,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.3658959537572254, ""potencial_h"": 1086.44, ""volume_eur_current"": 397.524, ""volume_eur_baseline"": 1361.4726, ""recency_days"": 185.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-001560,2025-12-29,1000100661,Murcia,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Caída sostenida: €1,884→€920",churn_risk_dropping,loyal,declining,Medium,563.836455,963.823,0.9,0.65,televenta,30,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.41405367231638424, ""potencial_h"": 2223.12, ""volume_eur_current"": 920.4910000000001, ""volume_eur_baseline"": 1884.314, ""recency_days"": 276.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-001561,2025-12-29,4234,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 16% del potencial; €1,515 de demanda desviada a competencia",promiscuous,moderate,declining,High,563.2252003902439,1515.2383999999997,0.7,0.5310104529616726,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.15930313588850178, ""potencial_h"": 1802.36, ""volume_eur_current"": 287.12160000000006, ""volume_eur_baseline"": 486.3546, ""recency_days"": 28.0, ""conversion_probability"": 0.5310104529616726}",True,False,
ALT-20251229-001562,2025-12-29,1000074382,A Coruña,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 16% del potencial; €1,515 de demanda desviada a competencia",promiscuous,moderate,improving,High,563.2252003902439,1515.2383999999997,0.7,0.5310104529616726,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""improving"", ""share_of_potential"": 0.15930313588850178, ""potencial_h"": 1802.36, ""volume_eur_current"": 287.12160000000006, ""volume_eur_baseline"": 192.76460000000003, ""recency_days"": 206.0, ""conversion_probability"": 0.5310104529616726}",True,False,
ALT-20251229-001563,2025-12-29,24465,Granada,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 16% del potencial; €1,516 de demanda desviada a competencia",promiscuous,moderate,stable,High,562.5260219512195,1515.6779999999999,0.7,0.5301974448315913,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""stable"", ""share_of_potential"": 0.15905923344947737, ""potencial_h"": 1802.36, ""volume_eur_current"": 286.682, ""volume_eur_baseline"": 286.682, ""recency_days"": 311.0, ""conversion_probability"": 0.5301974448315913}",True,False,
ALT-20251229-001564,2025-12-29,1000060716,Granada,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 16% del potencial; €1,516 de demanda desviada a competencia",promiscuous,moderate,new,High,562.5260219512195,1515.6779999999999,0.7,0.5301974448315913,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.15905923344947737, ""potencial_h"": 1802.36, ""volume_eur_current"": 286.682, ""volume_eur_baseline"": 0.0, ""recency_days"": 343.0, ""conversion_probability"": 0.5301974448315913}",True,False,
ALT-20251229-001565,2025-12-29,1000100453,Cádiz,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,750 en período baseline",occasional_silent,,declining,Medium,562.51059,3750.0706,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 110.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 1227.2958327272727, ""mean_interpurchase_days"": 100.28571428571429, ""lifetime_volume"": 6323.897199999999, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001566,2025-12-29,1000068670,Tarragona,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €3,748 en período baseline",occasional_silent,,declining,Medium,562.25154,3748.3436,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 202.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 918.7326, ""mean_interpurchase_days"": 141.8181818181818, ""lifetime_volume"": 17207.828, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-001567,2025-12-29,3327,Málaga,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 12% del potencial; €1,948 de demanda desviada a competencia",promiscuous,moderate,new,High,562.0740129152542,1948.2443999999998,0.7,0.4121468926553673,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.12364406779661019, ""potencial_h"": 2223.12, ""volume_eur_current"": 274.8756, ""volume_eur_baseline"": 0.0, ""recency_days"": 161.0, ""conversion_probability"": 0.4121468926553673}",True,False,
ALT-20251229-001568,2025-12-29,3534,Málaga,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 12% del potencial; €1,948 de demanda desviada a competencia",promiscuous,moderate,declining,High,562.0740129152542,1948.2443999999998,0.7,0.4121468926553673,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.12364406779661019, ""potencial_h"": 2223.12, ""volume_eur_current"": 274.8756, ""volume_eur_baseline"": 355.8248, ""recency_days"": 207.0, ""conversion_probability"": 0.4121468926553673}",True,False,
ALT-20251229-001569,2025-12-29,1000102135,Las Palmas,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 12% del potencial; €1,948 de demanda desviada a competencia",promiscuous,moderate,new,High,562.0740129152542,1948.2443999999998,0.7,0.4121468926553673,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.12364406779661019, ""potencial_h"": 2223.12, ""volume_eur_current"": 274.8756, ""volume_eur_baseline"": 0.0, ""recency_days"": 96.0, ""conversion_probability"": 0.4121468926553673}",True,False,
ALT-20251229-001570,2025-12-29,1000081793,Zaragoza,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 12% del potencial; €1,948 de demanda desviada a competencia",promiscuous,moderate,new,High,562.0740129152542,1948.2443999999998,0.7,0.4121468926553673,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.12364406779661019, ""potencial_h"": 2223.12, ""volume_eur_current"": 274.8756, ""volume_eur_baseline"": 0.0, ""recency_days"": 244.0, ""conversion_probability"": 0.4121468926553673}",True,False,
